address,roll_number,year_of_sale,month_of_sale,sale_price,longitude,latitude
97 CLAYTON DR,8003665500,2016,11,"$225,000",-97.095449,49.8478527
100 CLAYTON DR,8003649500,2016,11,"$175,000",-97.0957317,49.8473933
201 WORTHINGTON AVE,8021227500,2016,11,"$230,000",-97.0947253,49.8434511
221 WORTHINGTON AVE,8003250900,2016,11,"$245,000",-97.093017,49.8441441
89 BRAEMAR AVE,6081718000,2016,11,"$225,000",-97.113162,49.8745003
55 CHAMPLAIN ST,6081782000,2016,11,"$269,250",-97.1143093,49.8730879
104 CHAMPLAIN ST,6081762000,2016,11,"$268,000",-97.1138826,49.8748918
314 DUBUC ST,6080345000,2016,11,"$355,000",-97.1127159,49.8771747
147 DUPONT ST,6081062000,2016,11,"$212,000",-97.1059625,49.8767512
384 EDGEWOOD ST,6093308600,2016,11,"$267,500",-97.1092606,49.8790021
450 EDGEWOOD ST,6080942000,2016,11,"$200,000",-97.105675,49.879138
283 EUGENIE ST,6075143000,2016,11,"$230,000",-97.1147534,49.8801924
151 HILL ST,6081188000,2016,11,"$260,000",-97.1119949,49.876545
439 HORACE ST,6081443000,2016,11,"$210,000",-97.1063981,49.8813075
159 KITSON ST,6090977000,2016,11,"$203,000",-97.121238,49.8789892
285 KITSON ST,6075181000,2016,11,"$215,000",-97.1145858,49.8791659
142 FERNDALE AVE,6090371000,2016,11,"$334,000",-97.126838,49.876101
60 TACHE AVE,6090612000,2016,11,"$349,900",-97.1229584,49.8731738
100 FREDERICK AVE,8002243000,2016,11,"$260,000",-97.1056535,49.8477888
87 HULL AVE,8001997500,2016,11,"$215,500",-97.1041718,49.8523308
97 HULL AVE,8002015000,2016,11,"$220,000",-97.1030245,49.852773
188 POPLARWOOD AVE,8002705500,2016,11,"$324,900",-97.1033857,49.8459188
19 OAKLEIGH PL,8000891000,2016,11,"$220,000",-97.1103424,49.8606535
32 SHERWOOD PL,8000942500,2016,11,"$248,500",-97.1092628,49.858901
89 HINDLEY AVE,8003140500,2016,11,"$325,000",-97.1056623,49.8413185
1237 ROSEMOUNT AVE,3072094000,2016,11,"$190,000",-97.161179,49.848405
25 SATURN BAY,3071155000,2016,11,"$337,000",-97.1684533,49.8434645
1136 SOMERVILLE AVE,3071789000,2016,11,"$191,000",-97.1570541,49.8457044
1170 SOMERVILLE AVE,3071798000,2016,11,"$291,000",-97.1584616,49.8452054
46 BEAUMONT BAY,3070943700,2016,11,"$185,000",-97.155975,49.839027
38 BELAIR RD,3070177000,2016,11,"$294,000",-97.157892,49.8321506
1023 HOWARD AVE,3070304000,2016,11,"$223,000",-97.152293,49.8371982
155 MARSHALL CRES,3070606000,2016,11,"$297,500",-97.1604816,49.8344815
98 RAMPART BAY,3070927500,2016,11,"$210,000",-97.159743,49.838932
1042 ROYSE AVE,3070094000,2016,11,"$190,500",-97.1531721,49.833749
814 SOUTHWOOD AVE,3090088000,2016,11,"$285,000",-97.1482514,49.8448423
951 WATERFORD AVE,3090328000,2016,11,"$312,600",-97.1511044,49.8452687
106 WILDWOOD D PK,3081362000,2016,11,"$290,000",-97.1345529,49.8464057
33 AGASSIZ DR,3053595000,2016,11,"$319,000",-97.1495844,49.8185229
43 AGASSIZ DR,3053590000,2016,11,"$380,000",-97.1488924,49.8177623
66 AGASSIZ DR,3053712000,2016,11,"$385,500",-97.1466374,49.8167368
964 CRESCENT DR,3080067000,2016,11,"$187,500",-97.149041,49.832457
907 CARRIGAN PL,3042655800,2016,11,"$315,000",-97.1551207,49.7947781
191 DALHOUSIE DR,3045033300,2016,11,"$266,500",-97.1480388,49.7978039
629 KILKENNY DR,3042596000,2016,11,"$390,000",-97.132068,49.798254
39 LOYOLA BAY,3043052000,2016,11,"$315,000",-97.151607,49.7900444
15 MORNINGSIDE DR,3040040500,2016,11,"$365,000",-97.1492423,49.7805552
31 PURDUE BAY,3042796000,2016,11,"$338,000",-97.1449725,49.7962768
75 RADCLIFFE RD,3041548000,2016,11,"$380,000",-97.1395952,49.792955
10 TULANE BAY,3044550000,2016,11,"$285,000",-97.1420547,49.8006735
934 DE L'EGLISE AVE,3030329200,2016,11,"$245,000",-97.1499957,49.7645332
114 DEER RUN DR,10000685000,2016,11,"$450,000",-97.2013617,49.8337108
116 EAGLEMOUNT CRES,10006304600,2016,11,"$461,000",-97.1846496,49.8286831
31 FORESTGATE AVE,10000678200,2016,11,"$483,000",-97.1988574,49.834264
171 QUEEN'S PARK CRES,10000203400,2016,11,"$675,000",-97.1896789,49.8415099
50 ROYAL YORK DR,10000167300,2016,11,"$440,000",-97.1868069,49.8439147
6 SEDGELEY CRT,10000758200,2016,11,"$438,000",-97.1975866,49.8403153
6 SHORECREST DR,10000121100,2016,11,"$470,000",-97.1835968,49.8367647
1223 COLBY AVE,3091261000,2016,11,"$429,900",-97.164484,49.797243
1050 LEE BLVD,3091583800,2016,11,"$465,000",-97.1597433,49.7992983
1053 LEE BLVD,3091334000,2016,11,"$520,000",-97.1604575,49.7995369
1096 LEE BLVD,3091392200,2016,11,"$555,000",-97.1608517,49.7990455
1001 BAIRDMORE BLVD,3060081700,2016,11,"$303,000",-97.1607384,49.7800607
149 BRENTLAWN BLVD,3068182800,2016,11,"$386,000",-97.165614,49.780581
37 HAWSTEAD RD,3068081700,2016,11,"$373,000",-97.1656946,49.7858357
62 HAWSTEAD RD,3068079900,2016,11,"$382,400",-97.1671945,49.7853908
419 KIRKBRIDGE DR,3068208800,2016,11,"$370,000",-97.1722615,49.7807321
207 POINT WEST DR,3060098600,2016,11,"$375,000",-97.1680344,49.7754566
10 JULIEN PL,3014652900,2016,11,"$299,900",-97.1727787,49.7665671
7 LAMIRANDE PL,3014417800,2016,11,"$240,000",-97.1645659,49.7712687
254 LAURENT DR,3014635700,2016,11,"$250,000",-97.1709808,49.7689648
53 LAKE VILLAGE RD,3067938100,2016,11,"$270,000",-97.1596685,49.8150469
37 SANTA CLARA CRES,3067807000,2016,11,"$338,000",-97.1698486,49.8069465
14 SWAN LAKE BAY,3064438700,2016,11,"$367,000",-97.1677979,49.8130972
24 HAJES PL,3066392000,2016,11,"$400,000",-97.2079868,49.8110174
39 MONCRIEF LANE,3091270200,2016,11,"$421,000",-97.2058551,49.8164281
31 MONTICELLO RD,3066379400,2016,11,"$386,000",-97.2069638,49.8121487
3 PROSPECT RD,3065279400,2016,11,"$389,000",-97.1986877,49.8119814
1308 SCURFIELD BLVD,3091114900,2016,11,"$472,000",-97.2091333,49.8168371
147 SOUTHBEND CRES,3065295600,2016,11,"$380,000",-97.2047788,49.8072368
132 VANDERBILT DR,3065333200,2016,11,"$700,000",-97.2145888,49.805889
3 POWDER RIDGE DR,3091255500,2016,11,"$505,000",-97.1856758,49.8245731
1145 DES TRAPPISTES ST,3030902500,2016,11,"$650,000",-97.159958,49.7622039
1050 DUCHARME AVE,3035389000,2016,11,"$257,000",-97.1596823,49.7673853
87 HOUDE DR,3035370000,2016,11,"$274,000",-97.1580054,49.7658837
122 HOUDE DR,3035340000,2016,11,"$237,000",-97.1596591,49.7653398
361 HOUDE DR,3015332800,2016,11,"$266,000",-97.1613178,49.7682455
22 LA PORTE DR,3015311400,2016,11,"$246,000",-97.1666433,49.7673924
6 APPLETREE CRES,3091358200,2016,11,"$420,000",-97.1768559,49.8104868
100 APPLETREE CRES,3091349200,2016,11,"$480,000",-97.1754413,49.8090483
76 BEACHHAM CRES,3091401100,2016,11,"$400,000",-97.1852208,49.8084811
53 COACH HILL RD,3091578300,2016,11,"$480,500",-97.1865224,49.8010905
42 HIGHLAND CREEK RD,3091504300,2016,11,"$850,000",-97.1792252,49.8052187
7 HUNTERBROOK RD,3091483400,2016,11,"$815,000",-97.1800576,49.8048658
77 MAPLE CREEK RD,3091481800,2016,11,"$755,000",-97.182766,49.8031714
129 AUTUMNVIEW DR,3091509700,2016,11,"$990,000",-97.1792073,49.7840477
2 BARKWOOD BAY,3092980185,2016,11,"$456,016.70",-97.1799135,49.7720649
78 JOHN ANGUS DR,3091429600,2016,11,"$486,888",-97.1774101,49.7877481
522 KIRKBRIDGE DR,3091639600,2016,11,"$428,000",-97.1766029,49.7793172
63 MANIPOGO BAY,3092980505,2016,11,"$510,450.10",-97.1840574,49.774165
207 STAN BAILIE DR,3092980110,2016,11,"$416,000",-97.1824371,49.7726358
278 STAN BAILIE DR,3092980585,2016,11,"$412,077",-97.1839659,49.7740425
283 STAN BAILIE DR,3092980015,2016,11,"$482,028.80",-97.1846002,49.7740221
35 FINCHFIELD CRT,3092991815,2016,11,"$384,387.10",-97.192123,49.7821787
54 LONGSPUR RD,3092992115,2016,11,"$342,961.90",-97.1934961,49.7821406
26 MARRINGHURST ST,3092992305,2016,11,"$383,096.90",-97.1961197,49.7815822
7 BRAMBLEWOOD CRT,3092987250,2016,11,"$508,000",-97.2060944,49.789742
15 BRAMBLEWOOD CRT,3092987240,2016,11,"$407,453.60",-97.2061081,49.78991
700 BRIDGE LAKE DR,3092991150,2016,11,"$419,363.20",-97.1961694,49.7851136
720 BRIDGE LAKE DR,3092991175,2016,11,"$340,000",-97.1966225,49.7846891
172 DEL MONICA RD,3092990960,2016,11,"$317,495.90",-97.1952261,49.7864984
18 HEMMINGWOOD CRT,3092987645,2016,11,"$384,860.50",-97.2094345,49.7887004
32 STONE MEADOW RD,3092990610,2016,11,"$362,710.60",-97.1974334,49.7879293
35 BRIDGE LAKE DR,3091686900,2016,11,"$910,000",-97.2034913,49.7999003
136 EAGLEVIEW RD,3092974775,2016,11,"$471,581.90",-97.2124965,49.798071
168 RED SPRUCE RD,3092977890,2016,11,"$535,000",-97.2070378,49.7926674
22 SABLEWOOD RD,3091688400,2016,11,"$385,000",-97.2044069,49.7982863
140 PARK WEST DR,3092992885,2016,11,"$409,974",-97.1998084,49.7967976
164 PARK WEST DR,3092992855,2016,11,"$381,500",-97.1999992,49.7964188
168 PARK WEST DR,3092992850,2016,11,"$376,870",-97.200015,49.7963773
172 PARK WEST DR,3092992845,2016,11,"$375,884",-97.2000672,49.7962751
181 PARK WEST DR,3092992940,2016,11,"$323,945",-97.1997258,49.796074
648 DUDLEY AVE,12020113000,2016,11,"$182,500",-97.147839,49.8670641
842 GARWOOD AVE,12020836100,2016,11,"$256,000",-97.156521,49.864869
853 GARWOOD AVE,12020854000,2016,11,"$165,000",-97.1567101,49.8652678
652 MULVEY AVE,12022342000,2016,11,"$296,000",-97.149352,49.8690562
679 MULVEY AVE,12022291000,2016,11,"$227,500",-97.150845,49.868993
726 WARSAW AVE,12022414000,2016,11,"$239,900",-97.152362,49.86886
799 WARSAW AVE,12022687000,2016,11,"$320,000",-97.1549612,49.8684813
695 EBBY AVE,12013642200,2016,11,"$214,900",-97.1528273,49.8600739
818 HECTOR AVE,12013595000,2016,11,"$211,000",-97.1521291,49.8607548
778 WEATHERDON AVE,12013520000,2016,11,"$130,000",-97.1517497,49.8625597
107 LEWIS ST,12031989000,2016,11,"$250,000",-97.1399315,49.8806817
176 ARLINGTON ST,12082298000,2016,11,"$175,000",-97.169888,49.882763
199 AUBREY ST,12081542000,2016,11,"$325,500",-97.174944,49.8803798
505 BASSWOOD PL,12080874000,2016,11,"$288,000",-97.1821078,49.881819
66 CHESTNUT ST,12082905000,2016,11,"$295,100",-97.165474,49.879805
150 GARFIELD ST S,12081245000,2016,11,"$235,000",-97.177705,49.881157
77 HOME ST,12082483000,2016,11,"$432,500",-97.168228,49.879487
98 LIPTON ST,12081623000,2016,11,"$228,000",-97.1743765,49.8802925
215 LIPTON ST,12081667000,2016,11,"$550,000",-97.1735605,49.8832901
896 PALMERSTON AVE,12082367000,2016,11,"$408,000",-97.1686375,49.8776892
41 PURCELL AVE,12090235000,2016,11,"$372,500",-97.16291,49.882987
123 SHERBURN ST,12081316000,2016,11,"$274,500",-97.1759694,49.8807263
60 WALNUT ST,12082970000,2016,11,"$365,000",-97.1643805,49.8803398
925 WOLSELEY AVE,12082223000,2016,11,"$252,000",-97.1705295,49.8795972
1099 WOLSELEY AVE,12081042000,2016,11,"$253,000",-97.17948,49.8802175
50 HARROW ST,12040784000,2016,11,"$372,000",-97.1690272,49.8735749
288 HARVARD AVE,12040191000,2016,11,"$525,000",-97.173789,49.868767
104 YALE AVE,12040124000,2016,11,"$465,000",-97.163403,49.871244
686 CAMBRIDGE ST,12031277000,2016,11,"$288,000",-97.1750338,49.858966
1016 FLEET AVE,12020982100,2016,11,"$240,000",-97.1635275,49.8634576
1082 GARWOOD AVE,12020951000,2016,11,"$186,300",-97.16653,49.861525
281 HARROW ST,12030058000,2016,11,"$213,000",-97.162082,49.8661839
934 WARSAW AVE,12030050000,2016,11,"$211,500",-97.1610776,49.8659903
980 WARSAW AVE,12030434000,2016,11,"$256,000",-97.1628877,49.8653484
1001 WARSAW AVE,12030387000,2016,11,"$240,000",-97.16407,49.865487
686 CAMPBELL ST,12062534000,2016,11,"$290,000",-97.1913172,49.8579126
589 QUEENSTON ST,12051985000,2016,11,"$325,000",-97.187858,49.860304
645 QUEENSTON ST,12051914000,2016,11,"$425,500",-97.1880419,49.8585338
542 WATERLOO ST,12050738000,2016,11,"$368,000",-97.1844846,49.8627208
759 LANARK ST,12071247000,2016,11,"$300,759",-97.200046,49.8544849
803 RENFREW ST,12070184100,2016,11,"$277,000",-97.1977778,49.8538639
125 ALDERSHOT BLVD,10002949900,2016,11,"$490,000",-97.2181959,49.8593111
322 KELVIN BLVD,10003578000,2016,11,"$1,275,000",-97.2237053,49.8650758
423 LAIDLAW BLVD,10003474000,2016,11,"$815,000",-97.2263124,49.8620486
7 LANCASTER BLVD,10002952400,2016,11,"$520,000",-97.21477,49.859979
201 BOREBANK ST,12061931000,2016,11,"$256,105",-97.1920279,49.8731099
171 CAMBRIDGE ST,12041524000,2016,11,"$329,900",-97.1744725,49.8731176
371 CAMPBELL ST,12062327000,2016,11,"$293,000",-97.1911499,49.868133
261 LINDSAY ST,12061408000,2016,11,"$310,000",-97.193625,49.871195
491 NIAGARA ST,12052481000,2016,11,"$382,000",-97.186255,49.8639719
439 QUEENSTON ST,12052060000,2016,11,"$342,000",-97.1874791,49.8655264
135 GRENFELL BLVD,10003117000,2016,11,"$1,000,000",-97.2149472,49.8705882
230 HANDSART BLVD,10002865000,2016,11,"$560,000",-97.2175855,49.8676238
200 BEAVERBROOK ST,12071354000,2016,11,"$182,500",-97.1989244,49.8732326
251 BEAVERBROOK ST,12071312000,2016,11,"$280,000",-97.1996402,49.8718035
472 CENTENNIAL ST,12071992000,2016,11,"$640,000",-97.2008003,49.865124
363 LANARK ST,12071097100,2016,11,"$312,000",-97.1988029,49.8667467
413 LANARK ST,12071075000,2016,11,"$310,000",-97.1990492,49.8650448
380 LOCKWOOD ST,12073150000,2016,11,"$312,888",-97.2025889,49.8651941
865 BOREBANK ST,12061537100,2016,11,"$310,000",-97.194008,49.851706
796 CAMPBELL ST,12062499100,2016,11,"$378,000",-97.1916754,49.85443
814 CAMPBELL ST,12062495000,2016,11,"$435,000",-97.191631,49.854009
800 WATERLOO ST,12051326000,2016,11,"$317,000",-97.1850331,49.8548164
124 CAMPBELL ST,12060797000,2016,11,"$476,500",-97.1897688,49.8753923
66 QUEENSTON ST,12060883000,2016,11,"$660,000",-97.1858419,49.875693
50 WATERLOO ST,12042604000,2016,11,"$1,010,000",-97.18309,49.876742
639 RATHGAR AVE,12097789700,2016,11,"$279,900",-97.1398495,49.8597974
312 ROSEDALE AVE,12002342000,2016,11,"$214,900",-97.1322326,49.8599087
330 ROSEDALE AVE,12002336000,2016,11,"$235,000",-97.1328998,49.8596866
494 WALKER AVE,12097803665,2016,11,"$195,000",-97.1338918,49.862168
519 WALKER AVE,12010443000,2016,11,"$144,000",-97.1354152,49.862074
235 CLARE AVE,12001452000,2016,11,"$289,900",-97.1245859,49.861426
534 MONTAGUE AVE,12000500000,2016,11,"$252,000",-97.132661,49.8564857
135 MORLEY AVE,12012151000,2016,11,"$246,000",-97.1285998,49.8672663
276 WAVELL AVE,12000113000,2016,11,"$284,900",-97.1248783,49.8587038
245 ALCREST DR,1001676000,2016,11,"$320,000",-97.2621527,49.8663669
784 BUCKINGHAM RD,1002734500,2016,11,"$310,000",-97.281177,49.848338
791 FAIRMONT RD,1002422500,2016,11,"$300,000",-97.2748915,49.8489238
71 SHIER DR,1005653000,2016,11,"$745,000",-97.316047,49.871277
398 BERKLEY ST,1004269400,2016,11,"$300,000",-97.3033223,49.863372
18 MCCALLUM CRES,1004007200,2016,11,"$415,000",-97.2978798,49.8610516
6021 SOUTHBOINE DR,1004121000,2016,11,"$425,000",-97.301663,49.863857
9 WILLOW RIDGE RD,1004685000,2016,11,"$345,000",-97.311301,49.864557
43 ATKINSON RD,1004735500,2016,11,"$280,000",-97.3139588,49.84903
203 CULLEN DR,1004784000,2016,11,"$290,000",-97.314891,49.8512853
40 EVENWOOD CRES,1005145000,2016,11,"$192,000",-97.318871,49.8536885
232 HAMMOND RD,1005061800,2016,11,"$253,000",-97.3173403,49.8575309
42 KETTERING ST,1004911500,2016,11,"$241,350",-97.316842,49.848627
551 COMMUNITY ROW,1003695500,2016,11,"$365,000",-97.2965978,49.8583402
788 MUNICIPAL RD,1004072700,2016,11,"$315,000",-97.302672,49.851111
92 EPSOM PL,1001801400,2016,11,"$379,900",-97.2605009,49.8563327
55 WOODVIEW BAY,1000690000,2016,11,"$366,500",-97.252518,49.8463078
56 KELLY PL,1009601155,2016,11,"$416,217",-97.316511,49.846257
14 KOWALSKY CRES,1009601180,2016,11,"$398,102.10",-97.315559,49.846301
23 KOWALSKY CRES,1009601355,2016,11,"$425,720.10",-97.31508,49.846347
38 KOWALSKY CRES,1009601210,2016,11,"$388,183.40",-97.315028,49.846746
46 KOWALSKY CRES,1009601220,2016,11,"$395,848.70",-97.314703,49.846701
8 SINGLETON CRT,1009601455,2016,11,"$538,095.20",-97.311318,49.845944
52 SINGLETON CRT,1009601510,2016,11,"$442,032.80",-97.3106119,49.8458882
54 VESPER CRT,1009601080,2016,11,"$411,600.10",-97.3180828,49.846339
394 MADISON ST,7001099000,2016,11,"$155,000",-97.2039494,49.88726
309 BROOKLYN ST,7000060000,2016,11,"$170,000",-97.209722,49.8831712
379 COLLEGIATE ST,7020705000,2016,11,"$152,000",-97.2167456,49.8854522
372 FERRY RD,7569136225,2016,11,"$284,000",-97.2185893,49.8854149
502 KING EDWARD ST,7000355000,2016,11,"$209,900",-97.208434,49.890349
284 PARKVIEW ST,7020435000,2016,11,"$168,000",-97.2152119,49.882181
220 QUEEN ST,7000453000,2016,11,"$124,000",-97.208073,49.880366
358 QUEEN ST,7000509000,2016,11,"$147,500",-97.2074258,49.8853285
387 QUEEN ST,7000631000,2016,11,"$130,000",-97.2068337,49.8862635
463 QUEEN ST,7569135795,2016,11,"$290,000",-97.20655,49.8889759
290 ROSEBERRY ST,7020556000,2016,11,"$285,000",-97.2164152,49.882413
396 ROSEBERRY ST,7020747000,2016,11,"$188,800",-97.2159752,49.88619
355 CONWAY ST,7050306000,2016,11,"$279,000",-97.2402451,49.8827373
415 CONWAY ST,7050321000,2016,11,"$235,777",-97.2400374,49.8848368
348 MANDEVILLE ST,7051795000,2016,11,"$233,000",-97.2318495,49.8830151
222 OVERDALE ST,7051605000,2016,11,"$350,000",-97.2311713,49.8786074
320 SHARP BLVD,7050544000,2016,11,"$269,900",-97.238306,49.881413
327 WOODLAWN ST,7051735000,2016,11,"$256,000",-97.2335892,49.8822385
424 MORAY ST,7075878000,2016,11,"$315,000",-97.2626731,49.8832978
655 ISBISTER ST,7210100000,2016,11,"$155,500",-97.3189124,49.8833423
886 STEWART ST,7211230000,2016,11,"$265,000",-97.3174617,49.8912217
877 CAVALIER DR,7329016000,2016,11,"$264,000",-97.3008332,49.8932914
6 COSTELLO DR,7220593200,2016,11,"$200,000",-97.3073947,49.891424
36 DEERHORN LANE,7321806000,2016,11,"$310,000",-97.2955996,49.8966792
118 FAIRLANE AVE,7432419000,2016,11,"$272,500",-97.3018268,49.8858685
98 LAKE RIDGE RD,7217936000,2016,11,"$222,000",-97.3077977,49.8977664
34 ARTHUR CREAK DR,7325572000,2016,11,"$334,900",-97.2927032,49.8990344
56 FIELDSTONE BAY,7437900000,2016,11,"$320,000",-97.2842021,49.8927309
728 SETTER ST,7432841000,2016,11,"$285,000",-97.280804,49.8844574
29 AMARYNTH CRES,7433068000,2016,11,"$217,000",-97.2859785,49.8841315
753 PARKHILL ST,7323910000,2016,11,"$220,000",-97.292755,49.887092
728 VIMY RD,7326220000,2016,11,"$147,500",-97.291813,49.8861199
248 RITA ST,7063303000,2016,11,"$265,000",-97.2579802,49.8773932
2 BYRON BAY,7561450000,2016,11,"$255,000",-97.29031,49.8766994
504 COUNTRY CLUB BLVD,7565300000,2016,11,"$202,500",-97.2833308,49.8784636
513 DAER BLVD,7563890000,2016,11,"$175,000",-97.2866394,49.8793158
114 ADDISON CRES,7445135000,2016,11,"$262,000",-97.307192,49.874137
170 BEDSON ST,7439554700,2016,11,"$372,000",-97.308919,49.869722
233 BEDSON ST,7440784100,2016,11,"$253,000",-97.30797,49.8717061
355 BEDSON ST,7447360000,2016,11,"$329,900",-97.307528,49.875798
54 BERING AVE,7568110000,2016,11,"$345,000",-97.2988893,49.8689789
86 CANOE BAY,7445500000,2016,11,"$248,501",-97.301511,49.881186
11 CARLYLE BAY,7553971000,2016,11,"$425,000",-97.2918189,49.8714195
41 COLUMBUS CRES,7568148000,2016,11,"$345,000",-97.2970313,49.8685734
16 HAULTAIN CRES,7440962100,2016,11,"$365,000",-97.3048036,49.8734445
53 HENDAY BAY,7551020000,2016,11,"$284,000",-97.2945266,49.8766287
71 KEATS WAY,7554620000,2016,11,"$326,000",-97.3090059,49.8770365
4 MASEFIELD PL,7439564300,2016,11,"$445,000",-97.3095791,49.8683649
266 ROUGE RD,7548780000,2016,11,"$285,000",-97.300257,49.872519
325 ROUGE RD,7549445000,2016,11,"$263,000",-97.2993414,49.8747989
500 ROUGE RD,7548915000,2016,11,"$286,000",-97.2994305,49.880714
18 SCALENA PL,7549119000,2016,11,"$570,000",-97.299725,49.8663533
26 WEST AVE,7445646000,2016,11,"$280,000",-97.3028396,49.8688812
6 BLUE OAKS COVE,7569060400,2016,11,"$564,900",-97.3284319,49.8732601
38 BUR OAKS COVE,7569057500,2016,11,"$785,000",-97.3290447,49.8704907
520 ALEXANDER AVE,13080328200,2016,11,"$83,000",-97.1482731,49.9052237
593 ELGIN AVE,13072061000,2016,11,"$240,000",-97.1523701,49.904341
599 WILLIAM AVE,13070304000,2016,11,"$150,000",-97.1534587,49.9036435
265 YOUNG ST,12091117000,2016,11,"$235,000",-97.155191,49.8875694
488 FURBY ST,13050491000,2016,11,"$146,200",-97.1576142,49.8934233
598 YOUNG ST,13051194000,2016,11,"$270,000",-97.154928,49.897877
859 BANNATYNE AVE,13061991200,2016,11,"$234,000",-97.1646022,49.9060742
682 LOGAN AVE,13082296000,2016,11,"$160,000",-97.1539879,49.9081793
58 LYDIA ST,13061459000,2016,11,"$130,000",-97.1552444,49.9010918
255 SHERMAN ST,13082480000,2016,11,"$127,500",-97.158747,49.909233
859 ARLINGTON ST,13031381000,2016,11,"$178,000",-97.167766,49.903183
611 HOME ST,13031069000,2016,11,"$182,500",-97.1672154,49.8948919
648 HOME ST,13031152000,2016,11,"$208,000",-97.167701,49.8959415
675 MARYLAND ST,13050208000,2016,11,"$132,000",-97.1595557,49.8991114
511 SIMCOE ST,13031853000,2016,11,"$95,000",-97.1660639,49.8948406
696 SIMCOE ST,13031649000,2016,11,"$246,000",-97.1662592,49.8997619
683 VICTOR ST,13040792000,2016,11,"$192,000",-97.1623471,49.8987347
383 ARLINGTON ST,13030865000,2016,11,"$152,000",-97.1687885,49.8889633
422 BANNING ST,13022283000,2016,11,"$240,000",-97.1726672,49.8873907
324 LIPTON ST,13022039000,2016,11,"$190,000",-97.1739487,49.8866248
457 LIPTON ST,13021927000,2016,11,"$175,000",-97.172983,49.890521
538 LIPTON ST,13021999000,2016,11,"$205,000",-97.173455,49.892662
323 SIMCOE ST,13032195000,2016,11,"$105,000",-97.1664552,49.8893745
386 TORONTO ST,13040230000,2016,11,"$190,000",-97.1647507,49.8912942
433 TORONTO ST,13040362000,2016,11,"$160,000",-97.1639779,49.8925074
1434 BANNATYNE AVE W,13062369000,2016,11,"$125,000",-97.187877,49.912874
1543 ELGIN AVE W,13070938000,2016,11,"$147,000",-97.190737,49.916824
1226 LOGAN AVE,13090052100,2016,11,"$157,000",-97.1757161,49.9151218
1501 MCDERMOT AVE W,13062442000,2016,11,"$189,000",-97.1908321,49.9133785
1554 ROSS AVE W,13070893000,2016,11,"$165,000",-97.190899,49.9172866
1569 ROSS AVE W,13070696000,2016,11,"$149,000",-97.191172,49.917802
1454 ROY AVE,13070710000,2016,11,"$87,500",-97.186845,49.9168595
728 DENSON PL,13002011600,2016,11,"$325,000",-97.1925979,49.8869897
688 GARFIELD ST N,13020098000,2016,11,"$240,000",-97.1770033,49.8900199
747 GOULDING ST,13011884000,2016,11,"$240,000",-97.181014,49.8897207
620 INGERSOLL ST,13021208000,2016,11,"$245,000",-97.1748621,49.8890979
732 SHERBURN ST,13020721000,2016,11,"$175,000",-97.1757172,49.8920303
866 STRATHCONA ST,13002486000,2016,11,"$182,000",-97.1912369,49.8890933
651 VALOUR RD,13003714000,2016,11,"$189,900",-97.188625,49.8854169
996 DOMINION ST,13012803000,2016,11,"$232,000",-97.1778231,49.8956006
770 INGERSOLL ST,13021287000,2016,11,"$252,000",-97.1744161,49.8940316
1096 INGERSOLL ST,13021503000,2016,11,"$220,000",-97.1737419,49.9029983
915 MINTO ST,13012317000,2016,11,"$200,000",-97.1796814,49.8942379
1130 SHERBURN ST,13020953000,2016,11,"$190,000",-97.1748456,49.9037099
1088 STRATHCONA ST,13002732000,2016,11,"$135,000",-97.1907433,49.8950088
1163 STRATHCONA ST,13002796000,2016,11,"$195,000",-97.1900132,49.8968945
1855 ALEXANDER AVE,7091160000,2016,11,"$142,000",-97.1981602,49.9219063
1899 BANNATYNE AVE W,7090192500,2016,11,"$113,500",-97.2011116,49.9184058
1840 MCDERMOT AVE W,7569136290,2016,11,"$269,379.80",-97.2023947,49.91705
1848 MCDERMOT AVE W,7090093000,2016,11,"$265,000",-97.2029455,49.9170914
11 PICCADILLY ST,7090858000,2016,11,"$112,000",-97.2041655,49.9232126
1813 WILLIAM AVE W,7569071500,2016,11,"$210,000",-97.1962064,49.9177019
426 STELLA AVE,14001861200,2016,11,"$94,500",-97.1436058,49.9129145
370 ABERDEEN AVE,14030819000,2016,11,"$110,000",-97.1369865,49.9180003
522 ABERDEEN AVE,14030868000,2016,11,"$100,000",-97.143017,49.919885
389 ALFRED AVE,14030742000,2016,11,"$100,000",-97.1380387,49.9177502
350 BURROWS AVE,14022362000,2016,11,"$117,000",-97.1367893,49.9161918
693 MAGNUS AVE,14022170000,2016,11,"$56,000",-97.1515267,49.9206535
455 MANITOBA AVE,14020384000,2016,11,"$78,000",-97.1420221,49.9167138
286 POWERS ST,14100061600,2016,11,"$142,000",-97.1404851,49.9201081
684 REDWOOD AVE,14040126000,2016,11,"$55,000",-97.1488599,49.9228504
716 REDWOOD AVE,14040138000,2016,11,"$135,000",-97.1499735,49.9232174
793 ABERDEEN AVE,14032229000,2016,11,"$149,000",-97.154081,49.9239278
1004 ABERDEEN AVE,14031011000,2016,11,"$170,000",-97.1625714,49.9262759
1072 ALFRED AVE,14100126850,2016,11,"$300,000",-97.1663874,49.9266797
890 BOYD AVE,14040479000,2016,11,"$105,000",-97.1557846,49.9258794
1107 BURROWS AVE,14031101000,2016,11,"$150,000",-97.168194,49.92689
1139 REDWOOD AVE,14040710000,2016,11,"$170,000",-97.166337,49.928925
